location,total_sqft,bath,price,BHK,price_per_sqft
Electronic City,919.0,2.0,35.0,2.0,3808.487486398259
Budigere,1087.0,2.0,54.3,2.0,4995.40018399264
other,1480.0,3.0,74.0,3.0,5000.0
Tindlu,1180.0,2.0,52.0,2.0,4406.779661016949
other,2100.0,4.0,255.0,3.0,12142.857142857143
Jigani,1221.0,3.0,65.0,3.0,5323.505323505324
Haralur Road,1194.0,2.0,46.0,2.0,3852.5963149078725
Thanisandra,2072.0,3.0,122.0,3.0,5888.030888030888
Whitefield,1600.0,3.0,69.0,3.0,4312.5
Sahakara Nagar,2200.0,3.0,98.0,3.0,4454.545454545455
Rajaji Nagar,1640.0,3.0,220.0,3.0,13414.634146341463
Kaikondrahalli,1253.0,2.0,81.5,2.0,6504.38946528332
Hennur Road,1061.0,2.0,54.92,2.0,5176.248821866164
Marathahalli,1950.0,3.0,115.0,3.0,5897.4358974358975
Marathahalli,1250.0,2.0,68.0,2.0,5440.0
Hennur Road,1585.0,2.0,80.0,3.0,5047.318611987382
Kanakpura Road,1452.0,3.0,60.98,3.0,4199.724517906336
Kammasandra,1015.0,2.0,37.0,2.0,3645.320197044335
,,,,,
Marathahalli,1125.0,2.0,56.8,2.0,5048.888888888889
Electronic City Phase II,1116.0,2.0,40.0,2.0,3584.2293906810037
other,400.0,1.0,35.0,1.0,8750.0
Kasavanhalli,4000.0,4.0,325.0,4.0,8125.0
Hebbal,3900.0,4.0,410.0,4.0,10512.820512820514
Old Madras Road,1300.0,2.0,100.0,2.0,7692.307692307692
Raja Rajeshwari Nagar,1419.0,2.0,60.42,2.0,4257.928118393234
other,1310.0,2.0,55.0,3.0,4198.473282442748
Thigalarapalya,2072.0,4.0,152.0,3.0,7335.907335907336
Kaggadasapura,1240.0,2.0,58.58,2.0,4724.193548387097
Chamrajpet,1565.0,3.0,98.91,3.0,6320.127795527156
Budigere,1820.0,3.0,89.0,3.0,4890.10989010989
Gubbalala,2500.0,3.0,88.0,3.0,3520.0
KR Puram,3657.0,5.0,310.0,5.0,8476.89362865737
Hosa Road,1245.0,2.0,62.0,2.0,4979.919678714859
GM Palaya,1315.0,3.0,65.0,3.0,4942.9657794676805
Kenchenahalli,1410.0,2.0,73.0,3.0,5177.304964539007
Old Madras Road,1299.0,2.0,95.0,2.0,7313.317936874519
other,993.0,2.0,45.5,2.0,4582.074521651561
Bommasandra Industrial Area,1200.0,3.0,45.0,2.0,3750.0
other,985.0,2.0,156.0,2.0,15837.56345177665
other,2400.0,5.0,180.0,4.0,7500.0
Hoodi,1655.0,3.0,131.0,3.0,7915.407854984895
Whitefield,2830.0,5.0,190.0,4.0,6713.780918727915
Sector 1 HSR Layout,6000.0,1.0,276.0,1.0,4600.0
Electronic City,550.0,1.0,15.0,2.0,2727.2727272727275
other,825.0,2.0,40.0,1.0,4848.484848484848
Begur Road,1634.0,3.0,111.0,3.0,6793.145654834761
Kogilu,1200.0,6.0,105.0,8.0,8750.0
Banaswadi,1222.0,2.0,80.0,2.0,6546.6448445171845
Gottigere,1500.0,3.0,63.0,3.0,4200.0
Akshaya Nagar,1890.0,4.0,100.0,3.0,5291.005291005291
Hegde Nagar,3750.0,6.0,375.0,4.0,10000.0
Hulimavu,850.0,1.0,39.5,2.0,4647.058823529412
Whitefield,1295.0,2.0,78.5,2.0,6061.776061776061
Sarjapur  Road,1320.0,2.0,100.0,2.0,7575.757575757576
ISRO Layout,950.0,3.0,179.0,4.0,18842.105263157893
Hebbal,1200.0,4.0,225.0,4.0,18750.0
2nd Stage Nagarbhavi,3000.0,3.0,170.0,4.0,5666.666666666667
Harlur,1197.0,2.0,82.0,2.0,6850.459482038429
other,1320.0,2.0,60.0,3.0,4545.454545454545
Billekahalli,1180.0,5.0,98.5,5.0,8347.457627118643
Whitefield,840.0,1.0,57.6,1.0,6857.142857142857
,,,,,
Raja Rajeshwari Nagar,1693.0,3.0,71.38,3.0,4216.184288245718
Kodichikkanahalli,450.0,1.0,18.0,1.0,4000.0
CV Raman Nagar,705.0,1.0,57.0,1.0,8085.106382978724
other,750.0,6.0,75.0,4.0,10000.0
Tumkur Road,4800.0,5.0,150.0,5.0,3125.0
other,5000.0,5.0,600.0,4.0,12000.0
Whitefield,1991.0,3.0,104.0,3.0,5223.505775991964
Battarahalli,1779.0,3.0,90.0,3.0,5059.02192242833
Whitefield,10200.0,4.0,1250.0,4.0,12254.901960784313
Banaswadi,870.0,2.0,38.0,2.0,4367.816091954023
Thanisandra,1595.0,3.0,120.0,3.0,7523.510971786834
Kanakpura Road,525.0,1.0,26.0,1.0,4952.380952380952
Ramamurthy Nagar,945.0,5.0,120.0,4.0,12698.412698412698
other,2400.0,4.0,420.0,6.0,17500.0
Iblur Village,2000.0,4.0,138.0,3.0,6900.0
Yelahanka,1614.0,3.0,93.0,3.0,5762.081784386617
Gottigere,1200.0,2.0,40.0,2.0,3333.3333333333335
Electronic City Phase II,1150.0,3.0,46.0,3.0,4000.0
Indira Nagar,3200.0,4.0,440.0,4.0,13750.0
Sonnenahalli,1610.0,3.0,80.48,3.0,4998.757763975155
Whitefield,1190.0,2.0,41.0,2.0,3445.378151260504
other,1050.0,2.0,50.0,2.0,4761.9047619047615
other,4800.0,5.0,420.0,4.0,8750.0
7th Phase JP Nagar,1460.0,2.0,97.0,3.0,6643.835616438356
other,3400.0,3.0,400.0,3.0,11764.70588235294
Naganathapura,600.0,1.0,33.0,1.0,5500.0
other,1569.0,3.0,70.0,3.0,4461.440407903123
other,2600.0,3.0,147.0,3.0,5653.846153846154
Electronics City Phase 1,645.0,1.0,42.5,1.0,6589.147286821705
other,1200.0,3.0,180.0,4.0,15000.0
Nagarbhavi,800.0,3.0,95.0,3.0,11875.0
Mico Layout,800.0,2.0,80.0,2.0,10000.0
Marathahalli,1350.0,2.0,90.0,2.0,6666.666666666667
BTM 2nd Stage,2780.0,4.0,325.0,3.0,11690.647482014389
other,1410.0,2.0,45.12,3.0,3200.0
Whitefield,1109.0,2.0,35.47,2.0,3198.376916140667
other,2000.0,3.0,1063.0,4.0,53150.0
other,800.0,1.0,72.0,1.0,9000.0
Bannerghatta Road,1215.0,2.0,68.0,2.0,5596.707818930041
Basaveshwara Nagar,1230.0,6.0,250.0,8.0,20325.20325203252
Prithvi Layout,2273.0,4.0,192.0,3.0,8446.986361636604
Varthur Road,1255.0,2.0,52.76,2.0,4203.98406374502
other,1020.0,2.0,49.0,2.0,4803.921568627451
other,1225.0,2.0,82.0,3.0,6693.877551020408
Singasandra,1120.0,2.0,60.0,2.0,5357.142857142857
other,2400.0,5.0,625.0,5.0,26041.666666666668
Kasavanhalli,1225.0,2.0,69.0,3.0,5632.65306122449
Whitefield,5200.0,5.0,242.0,4.0,4653.846153846154
Indira Nagar,4000.0,4.0,700.0,4.0,17500.0
Sarjapur  Road,1984.0,4.0,145.0,3.0,7308.467741935484
Old Madras Road,2425.0,3.0,197.0,3.0,8123.711340206186
ITPL,1200.0,3.0,56.12,3.0,4676.666666666667
Bommasandra,1127.0,2.0,45.0,2.0,3992.9015084294588
Whitefield,1655.0,3.0,97.0,3.0,5861.027190332326
Ananth Nagar,500.0,1.0,14.0,1.0,2800.0
Varthur,1200.0,3.0,68.38,3.0,5698.333333333333
Kaggadasapura,1000.0,2.0,43.0,2.0,4300.0
CV Raman Nagar,1225.0,2.0,47.88,2.0,3908.5714285714284
Hormavu,1350.0,2.0,45.0,2.0,3333.3333333333335
Nagarbhavi,600.0,5.0,95.0,4.0,15833.333333333334
Sahakara Nagar,1175.0,2.0,49.0,2.0,4170.212765957447
other,655.0,1.0,27.0,1.0,4122.137404580153
Hosa Road,1311.0,2.0,84.86,3.0,6472.921434019832
Banashankari Stage VI,600.0,4.0,90.0,3.0,15000.0
CV Raman Nagar,1000.0,2.0,38.5,2.0,3850.0
other,1196.0,2.0,96.0,2.0,8026.755852842809
Kanakpura Road,1050.0,2.0,59.0,3.0,5619.047619047619
Somasundara Palya,1275.0,2.0,52.0,3.0,4078.4313725490197
other,927.0,2.0,50.0,2.0,5393.743257820927
Varthur,1520.0,2.0,61.0,3.0,4013.157894736842
other,2400.0,5.0,395.0,4.0,16458.333333333332
Hebbal,1333.0,2.0,104.0,2.0,7801.950487621905
other,600.0,1.0,18.0,1.0,3000.0
Abbigere,1326.0,2.0,34.8,3.0,2624.434389140271
,,,,,
Koramangala,1370.0,2.0,125.0,2.0,9124.087591240876
Koramangala,1100.0,2.0,85.0,2.0,7727.272727272727
Haralur Road,1650.0,3.0,100.0,3.0,6060.606060606061
Kasavanhalli,1917.0,3.0,132.0,3.0,6885.758998435055
other,780.0,3.0,75.0,3.0,9615.384615384615
Billekahalli,950.0,2.0,58.11,2.0,6116.8421052631575
other,1175.0,2.0,48.72,2.0,4146.382978723404
8th Phase JP Nagar,1089.0,2.0,43.55,2.0,3999.0817263544536
Kalena Agrahara,1804.0,3.0,175.0,3.0,9700.665188470066
Hoodi,1257.0,2.0,68.5,2.0,5449.482895783612
Sarjapur,650.0,1.0,19.87,1.0,3056.923076923077
Whitefield,1850.0,3.0,150.0,3.0,8108.108108108108
other,2800.0,4.0,200.0,4.0,7142.857142857143
Vidyaranyapura,945.0,2.0,40.0,2.0,4232.804232804233
Koramangala,1161.0,2.0,63.85,2.0,5499.569336778639
Banashankari Stage V,1630.0,3.0,51.35,3.0,3150.306748466258
Jalahalli,1310.0,2.0,60.0,3.0,4580.152671755725
other,750.0,2.0,28.0,2.0,3733.3333333333335
Whitefield,1200.0,3.0,67.77,3.0,5647.5
other,1000.0,2.0,45.0,2.0,4500.0
Old Madras Road,4000.0,4.0,225.0,4.0,5625.0
Nagavara,1315.0,2.0,70.0,2.0,5323.19391634981
Sahakara Nagar,1370.0,2.0,90.0,3.0,6569.343065693431
Ulsoor,1200.0,4.0,150.0,5.0,12500.0
Bellandur,1465.0,3.0,90.0,2.0,6143.344709897611
,,,,,
Electronic City,1128.0,2.0,64.0,2.0,5673.758865248227
Padmanabhanagar,1250.0,2.0,70.0,3.0,5600.0
Hebbal,1645.0,3.0,117.0,3.0,7112.462006079028
Horamavu Agara,1284.0,2.0,75.0,3.0,5841.121495327103
Hebbal,2600.0,3.0,199.0,3.0,7653.846153846154
Kodigehalli,1820.0,3.0,150.0,3.0,8241.758241758242
Haralur Road,1580.0,3.0,73.0,3.0,4620.2531645569625
Akshaya Nagar,2650.0,3.0,125.0,3.0,4716.981132075472
Bannerghatta Road,1215.0,2.0,68.0,2.0,5596.707818930041
Uttarahalli,1075.0,2.0,40.0,2.0,3720.9302325581393
R.T. Nagar,1400.0,2.0,78.0,3.0,5571.428571428572
Subramanyapura,1400.0,2.0,55.0,3.0,3928.5714285714284
Bisuvanahalli,845.0,2.0,30.0,2.0,3550.2958579881656
,,,,,
,,,,,
other,800.0,2.0,85.0,2.0,10625.0
Panathur,1199.0,2.0,85.0,2.0,7089.241034195163
Gunjur,1175.0,2.0,43.48,2.0,3700.425531914894
Sahakara Nagar,2400.0,3.0,270.0,3.0,11250.0
Bellandur,1767.0,3.0,109.0,3.0,6168.647425014148
Sarjapur  Road,1800.0,3.0,90.0,4.0,5000.0
Talaghattapura,1856.0,3.0,135.0,3.0,7273.706896551724
R.T. Nagar,1200.0,3.0,140.0,3.0,11666.666666666666
Rajaji Nagar,1613.0,3.0,150.0,3.0,9299.442033477992
Jakkur,6830.0,5.0,795.0,4.0,11639.824304538799
Whitefield,1290.0,2.0,90.0,2.0,6976.7441860465115
Kasavanhalli,1375.0,2.0,78.0,2.0,5672.727272727273
other,985.0,2.0,57.0,2.0,5786.802030456853
other,1200.0,4.0,200.0,4.0,16666.666666666668
Singasandra,1099.0,2.0,37.5,2.0,3412.1929026387625
,,,,,
other,6000.0,12.0,150.0,11.0,2500.0
other,3600.0,7.0,160.0,7.0,4444.444444444444
Marathahalli,1200.0,2.0,53.0,2.0,4416.666666666667
Hulimavu,1000.0,2.0,45.0,2.0,4500.0
Electronic City,1159.0,2.0,38.0,3.0,3278.688524590164
Sarjapur  Road,3692.0,5.0,340.0,5.0,9209.100758396533
other,600.0,2.0,80.0,2.0,13333.333333333334
other,2400.0,4.0,600.0,4.0,25000.0
BTM Layout,1540.0,2.0,78.0,3.0,5064.935064935065
other,1503.0,2.0,93.0,3.0,6187.624750499002
Ambedkar Nagar,1850.0,4.0,120.0,3.0,6486.486486486487
Uttarahalli,1580.0,3.0,60.0,3.0,3797.46835443038
Mico Layout,1190.0,2.0,39.25,2.0,3298.3193277310925
other,1200.0,2.0,61.0,2.0,5083.333333333333
HAL 2nd Stage,1000.0,7.0,250.0,7.0,25000.0
,,,,,
Domlur,2180.0,3.0,285.0,3.0,13073.394495412844
,,,,,
ITPL,1200.0,3.0,56.12,3.0,4676.666666666667
other,1500.0,2.0,52.0,3.0,3466.6666666666665
other,1200.0,3.0,180.0,5.0,15000.0
Thanisandra,1880.0,3.0,120.0,3.0,6382.978723404255
Padmanabhanagar,1150.0,2.0,45.0,2.0,3913.0434782608695
Kasavanhalli,4408.0,4.0,344.0,4.0,7803.992740471869
Bellandur,924.0,2.0,35.11,2.0,3799.78354978355
Sarjapur  Road,7800.0,6.0,385.0,5.0,4935.897435897436
Kumaraswami Layout,600.0,6.0,100.0,6.0,16666.666666666668
other,750.0,4.0,95.0,4.0,12666.666666666666
Karuna Nagar,1962.0,3.0,175.0,3.0,8919.469928644241
2nd Stage Nagarbhavi,1200.0,4.0,240.0,5.0,20000.0
other,1765.0,3.0,77.27,3.0,4377.903682719547
Attibele,1174.0,2.0,29.35,2.0,2500.0
Bannerghatta Road,1894.0,3.0,115.0,3.0,6071.805702217529
Ramamurthy Nagar,960.0,2.0,138.0,4.0,14375.0
Sector 7 HSR Layout,1760.0,3.0,142.0,3.0,8068.181818181818
other,1768.0,3.0,95.0,3.0,5373.303167420814
Kothanur,1790.0,3.0,97.0,3.0,5418.994413407821
Whitefield,1200.0,2.0,45.0,2.0,3750.0
Kengeri,2540.0,4.0,160.0,4.0,6299.212598425197
Mahadevpura,1137.0,2.0,53.4,2.0,4696.5699208443275
,,,,,
other,1200.0,6.0,115.0,7.0,9583.333333333334
Mysore Road,1568.0,2.0,100.0,3.0,6377.551020408163
,,,,,
other,3060.0,4.0,350.0,4.0,11437.908496732027
Bisuvanahalli,1200.0,2.0,41.0,3.0,3416.6666666666665
other,800.0,1.0,32.0,1.0,4000.0
Electronic City,530.0,1.0,13.5,1.0,2547.169811320755
Bisuvanahalli,873.0,2.0,40.0,3.0,4581.901489117984
other,3000.0,6.0,145.0,7.0,4833.333333333333
other,1200.0,4.0,235.0,4.0,19583.333333333332
Subramanyapura,958.0,2.0,33.53,2.0,3500.0
Thigalarapalya,2072.0,4.0,160.0,3.0,7722.007722007722
Talaghattapura,2273.0,3.0,159.0,3.0,6995.160580730312
Banashankari Stage VI,600.0,3.0,90.0,3.0,15000.0
Thanisandra,760.0,1.0,50.0,1.0,6578.9473684210525
Dommasandra,1090.0,2.0,43.5,2.0,3990.8256880733943
Thigalarapalya,2072.0,4.0,155.0,3.0,7480.694980694981
Bellandur,2666.0,3.0,230.0,3.0,8627.156789197299
Sarjapur  Road,1550.0,2.0,89.0,3.0,5741.935483870968
Ramagondanahalli,1251.0,2.0,50.0,2.0,3996.802557953637
Electronic City,1070.0,2.0,53.0,2.0,4953.271028037383
Kalena Agrahara,1200.0,2.0,45.0,2.0,3750.0
CV Raman Nagar,1435.0,2.0,60.0,3.0,4181.184668989547
Bommasandra,1400.0,2.0,45.0,3.0,3214.285714285714
Judicial Layout,2330.0,3.0,94.71,4.0,4064.8068669527897
Thanisandra,1200.0,2.0,60.0,2.0,5000.0
Bannerghatta Road,1655.0,2.0,62.89,3.0,3800.0
Raja Rajeshwari Nagar,3600.0,9.0,240.0,9.0,6666.666666666667
other,600.0,1.0,35.0,1.0,5833.333333333333
Electronics City Phase 1,1175.0,2.0,50.0,2.0,4255.31914893617
Uttarahalli,1155.0,2.0,40.43,2.0,3500.4329004329006
Magadi Road,1200.0,3.0,98.0,3.0,8166.666666666667
Budigere,1149.0,2.0,65.0,2.0,5657.093124456049
,,,,,
other,1010.0,2.0,55.0,2.0,5445.544554455446
Hegde Nagar,1718.0,3.0,119.0,3.0,6926.6589057043075
other,650.0,1.0,20.0,2.0,3076.923076923077
Banashankari,1330.0,2.0,77.0,2.0,5789.473684210527
Hormavu,1200.0,2.0,68.0,2.0,5666.666666666667
Bannerghatta Road,1693.0,3.0,89.0,3.0,5256.940342587123
Koramangala,1249.0,2.0,165.0,2.0,13210.56845476381
Thanisandra,1800.0,4.0,125.0,3.0,6944.444444444444
Margondanahalli,900.0,2.0,55.0,2.0,6111.111111111111
NGR Layout,1020.0,2.0,46.0,2.0,4509.803921568628
Amruthahalli,1700.0,3.0,77.0,3.0,4529.411764705882
Panathur,661.0,1.0,40.0,1.0,6051.437216338881
Bannerghatta Road,1280.0,2.0,60.16,2.0,4700.0
other,1000.0,4.0,90.0,5.0,9000.0
Hosur Road,1170.0,2.0,48.0,2.0,4102.5641025641025
Thanisandra,933.0,2.0,58.0,1.0,6216.505894962486
Sarjapur  Road,1150.0,2.0,44.0,2.0,3826.086956521739
Benson Town,3633.0,6.0,550.0,4.0,15139.003578309937
Rajaji Nagar,1380.0,3.0,130.0,3.0,9420.289855072464
Banjara Layout,1050.0,2.0,64.8,2.0,6171.428571428572
other,1080.0,2.0,37.8,2.0,3499.9999999999995
Harlur,1303.0,2.0,90.0,2.0,6907.137375287797
Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0,3389.632107023411
Nagarbhavi,2500.0,3.0,180.0,5.0,7200.0
Sarjapur  Road,1200.0,4.0,95.0,5.0,7916.666666666667
Bommanahalli,1250.0,3.0,41.0,3.0,3280.0
Akshaya Nagar,1419.0,2.0,87.0,3.0,6131.0782241014795
Banashankari,1200.0,2.0,49.0,2.0,4083.3333333333335
7th Phase JP Nagar,1120.0,2.0,65.0,2.0,5803.571428571428
,,,,,
Electronics City Phase 1,1245.0,2.0,75.0,2.0,6024.096385542169
other,3978.0,4.0,428.0,4.0,10759.175465057819
Channasandra,1093.0,2.0,34.0,2.0,3110.704483074108
Electronic City,1025.0,1.0,26.63,2.0,2598.048780487805
Hebbal,1345.0,2.0,97.0,2.0,7211.8959107806695
other,1500.0,2.0,45.0,2.0,3000.0
Vijayanagar,1180.0,2.0,86.0,2.0,7288.135593220339
NGR Layout,1020.0,2.0,48.45,2.0,4750.0
other,1800.0,3.0,85.0,3.0,4722.222222222223
Konanakunte,3621.0,4.0,511.0,4.0,14112.123722728527
other,2008.0,3.0,170.0,3.0,8466.135458167331
Kothannur,1240.0,2.0,39.85,3.0,3213.7096774193546
CV Raman Nagar,1020.0,2.0,55.0,2.0,5392.156862745098
other,2095.0,3.0,142.0,3.0,6778.042959427207
Yelahanka,694.0,1.0,30.84,1.0,4443.804034582133
Vittasandra,1404.0,2.0,70.0,2.0,4985.754985754986
Electronic City Phase II,1192.0,2.0,47.0,3.0,3942.953020134228
other,1850.0,12.0,300.0,8.0,16216.216216216217
Mahalakshmi Layout,1050.0,1.0,35.0,4.0,3333.3333333333335
Vittasandra,1259.0,2.0,67.48,2.0,5359.809372517871
Kengeri,1000.0,2.0,34.0,2.0,3400.0
Rachenahalli,985.0,2.0,49.97,2.0,5073.096446700508
Indira Nagar,850.0,1.0,60.0,1.0,7058.823529411765
Uttarahalli,1650.0,2.0,50.0,3.0,3030.3030303030305
Rajaji Nagar,2400.0,3.0,320.0,5.0,13333.333333333334
Sarjapur  Road,1900.0,4.0,180.0,3.0,9473.684210526315
Ambedkar Nagar,1367.0,2.0,86.0,2.0,6291.148500365764
Rajaji Nagar,1210.0,2.0,81.0,3.0,6694.214876033057
other,1190.0,2.0,48.6,2.0,4084.0336134453783
Sarjapur,1175.0,2.0,42.0,2.0,3574.468085106383
Whitefield,1140.0,2.0,40.0,2.0,3508.7719298245615
Hoskote,1095.0,2.0,33.6,2.0,3068.4931506849316
Attibele,782.0,1.0,19.55,1.0,2500.0
Gubbalala,1435.0,2.0,80.0,3.0,5574.912891986062
Choodasandra,725.0,2.0,36.0,2.0,4965.517241379311
other,1600.0,2.0,88.0,3.0,5500.0
9th Phase JP Nagar,1200.0,5.0,160.0,5.0,13333.333333333334
Hosakerehalli,3205.0,4.0,300.0,4.0,9360.374414976599
Vishwapriya Layout,720.0,3.0,95.0,4.0,13194.444444444445
Nehru Nagar,1674.0,3.0,90.0,3.0,5376.344086021505
other,860.0,4.0,125.0,4.0,14534.883720930233
Haralur Road,1243.0,2.0,46.0,2.0,3700.7240547063557
Kanakpura Road,1703.0,3.0,130.0,3.0,7633.587786259542
Padmanabhanagar,1350.0,3.0,71.55,3.0,5300.0
Horamavu Agara,1145.0,2.0,41.21,2.0,3599.126637554585
Whitefield,1216.0,2.0,75.0,2.0,6167.763157894737
7th Phase JP Nagar,1100.0,3.0,60.0,2.0,5454.545454545455
Sarjapur  Road,2425.0,5.0,201.0,4.0,8288.659793814433
Kothanur,2700.0,4.0,175.0,4.0,6481.481481481482
Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0,3389.632107023411
Kanakpura Road,1600.0,3.0,90.0,3.0,5625.0
Banashankari Stage V,1510.0,3.0,47.57,3.0,3150.3311258278145
Hosakerehalli,3033.0,4.0,326.0,4.0,10748.433893834488
Pai Layout,780.0,2.0,72.0,2.0,9230.76923076923
Haralur Road,1194.0,2.0,47.0,2.0,3936.348408710218
Banashankari Stage II,1250.0,2.0,110.0,2.0,8800.0
Sarjapur  Road,1480.0,4.0,169.0,5.0,11418.918918918918
Horamavu Agara,1250.0,4.0,100.0,4.0,8000.0
other,1350.0,4.0,160.0,4.0,11851.851851851852
Laggere,620.0,2.0,48.0,1.0,7741.935483870968
Raja Rajeshwari Nagar,1630.0,3.0,60.65,3.0,3720.8588957055213
Hennur Road,1020.0,2.0,45.0,2.0,4411.764705882353
Hosakerehalli,1410.0,2.0,53.58,3.0,3800.0
Bhoganhalli,1181.7,2.0,100.0,2.0,8462.384700008462
other,1200.0,8.0,270.0,9.0,22500.0
Sarjapur  Road,1691.0,3.0,113.0,3.0,6682.436428149024
KR Puram,1200.0,4.0,83.0,4.0,6916.666666666667
Banaswadi,1200.0,2.0,60.0,2.0,5000.0
Old Airport Road,1050.0,2.0,50.0,2.0,4761.9047619047615
Kathriguppe,1300.0,3.0,77.99,3.0,5999.230769230769
Whitefield,1356.0,2.0,94.84,2.0,6994.100294985251
Whitefield,1338.0,2.0,103.0,2.0,7698.056801195815
other,500.0,1.0,20.0,1.0,4000.0
other,1280.0,2.0,100.0,3.0,7812.5
Raja Rajeshwari Nagar,1531.0,3.0,51.77,3.0,3381.4500326583934
other,11000.0,4.0,1600.0,4.0,14545.454545454546
Anekal,620.0,1.0,23.5,2.0,3790.3225806451615
8th Phase JP Nagar,1605.0,2.0,65.0,3.0,4049.8442367601247
Thanisandra,1917.0,3.0,110.0,3.0,5738.132498695879
Nagarbhavi,1200.0,3.0,340.0,4.0,28333.333333333332
other,2750.0,3.0,943.0,3.0,34290.90909090909
Sarjapur  Road,1400.0,3.0,55.0,3.0,3928.5714285714284
Thubarahalli,2625.0,3.0,175.0,3.0,6666.666666666667
Sahakara Nagar,1100.0,2.0,55.0,2.0,5000.0
Hennur Road,2041.0,3.0,128.0,3.0,6271.435570798628
Sarjapur  Road,2070.0,4.0,160.0,3.0,7729.468599033817
Hebbal,1110.0,3.0,59.0,3.0,5315.315315315315
other,1650.0,3.0,110.0,3.0,6666.666666666667
Ambedkar Nagar,3565.0,4.0,255.0,4.0,7152.875175315568
Varthur Road,1033.0,2.0,30.47,3.0,2949.6611810261375
HSR Layout,1142.0,2.0,65.0,2.0,5691.768826619965
other,1500.0,2.0,75.0,3.0,5000.0
Electronic City Phase II,1502.0,3.0,50.0,3.0,3328.894806924101
other,1176.0,2.0,45.0,3.0,3826.530612244898
Hosa Road,1063.0,2.0,32.8,2.0,3085.6067732831602
Kammanahalli,1100.0,2.0,60.0,2.0,5454.545454545455
other,1044.0,2.0,85.0,2.0,8141.762452107279
Sarjapur  Road,5400.0,3.0,700.0,3.0,12962.962962962964
6th Phase JP Nagar,1216.0,2.0,60.0,2.0,4934.210526315789
other,1425.0,3.0,55.0,3.0,3859.6491228070176
other,1200.0,8.0,150.0,8.0,12500.0
Hosur Road,1345.0,2.0,108.0,2.0,8029.739776951673
Marathahalli,1248.0,2.0,130.0,2.0,10416.666666666666
other,900.0,1.0,130.0,2.0,14444.444444444445
Bellandur,3600.0,4.0,245.0,4.0,6805.555555555556
Uttarahalli,1025.0,2.0,35.88,2.0,3500.4878048780492
other,840.0,1.0,99.0,2.0,11785.714285714286
Lakshminarayana Pura,3050.0,2.0,90.0,3.0,2950.8196721311474
Kadubeesanahalli,1424.0,2.0,75.0,3.0,5266.853932584269
EPIP Zone,2500.0,3.0,268.0,3.0,10720.0
ISRO Layout,1200.0,6.0,230.0,6.0,19166.666666666668
other,1285.0,2.0,45.0,2.0,3501.9455252918287
Babusapalaya,1450.0,2.0,55.99,2.0,3861.3793103448274
Raja Rajeshwari Nagar,1160.0,2.0,70.0,2.0,6034.482758620689
Yelahanka New Town,2700.0,3.0,350.0,3.0,12962.962962962964
other,2000.0,2.0,95.0,3.0,4750.0
Uttarahalli,1125.0,2.0,47.65,2.0,4235.555555555556
Old Madras Road,3900.0,4.0,175.0,4.0,4487.179487179487
Raja Rajeshwari Nagar,1133.0,2.0,38.37,2.0,3386.5842894969105
Arekere,1240.0,2.0,60.0,2.0,4838.709677419355
Devanahalli,1466.0,3.0,77.59,3.0,5292.633015006822
other,3870.0,4.0,411.0,4.0,10620.15503875969
Ramagondanahalli,1610.0,2.0,115.0,3.0,7142.857142857143
Sarjapur  Road,1220.0,3.0,56.0,3.0,4590.163934426229
Kaggadasapura,1225.0,2.0,48.0,2.0,3918.3673469387754
Akshaya Nagar,1300.0,2.0,54.0,2.0,4153.846153846154
Thanisandra,1996.0,4.0,123.0,3.0,6162.324649298597
other,1320.0,2.0,55.0,3.0,4166.666666666667
Rajaji Nagar,1800.0,3.0,240.0,3.0,13333.333333333334
Sarjapur  Road,1435.0,3.0,90.0,3.0,6271.777003484321
Whitefield,4097.0,3.0,400.0,3.0,9763.24139614352
Rayasandra,1601.0,3.0,70.0,3.0,4372.2673329169265
Kadubeesanahalli,1257.0,2.0,93.0,2.0,7398.568019093079
Iblur Village,3596.0,5.0,260.0,4.0,7230.255839822024
Kasavanhalli,1309.0,2.0,95.0,2.0,7257.448433919022
Yeshwanthpur,1362.0,2.0,100.0,2.0,7342.143906020558
Whitefield,1115.0,2.0,55.0,2.0,4932.735426008969
Whitefield,1870.0,3.0,90.0,3.0,4812.834224598931
other,1322.0,2.0,61.99,2.0,4689.10741301059
other,1450.0,2.0,65.0,3.0,4482.758620689655
Banashankari,1185.0,2.0,67.0,2.0,5654.008438818565
7th Phase JP Nagar,1790.0,3.0,120.0,3.0,6703.91061452514
Whitefield,3450.0,4.0,208.0,3.0,6028.985507246377
Rachenahalli,1050.0,2.0,52.5,2.0,5000.0
,,,,,
Sarjapur  Road,5400.0,4.0,750.0,4.0,13888.888888888889
Devanahalli,775.0,1.0,39.0,1.0,5032.258064516129
Hoodi,1000.0,2.0,48.0,2.0,4800.0
Thanisandra,1183.0,2.0,77.25,2.0,6530.0084530853765
Binny Pete,1282.0,3.0,178.0,3.0,13884.555382215289
other,425.0,1.0,15.0,1.0,3529.4117647058824
other,820.0,2.0,30.0,2.0,3658.5365853658536
other,2230.0,4.0,792.0,4.0,35515.695067264576
Hebbal,1200.0,2.0,52.0,2.0,4333.333333333333
Ramagondanahalli,1151.0,2.0,43.6,2.0,3788.010425716768
Hulimavu,1320.0,2.0,59.0,3.0,4469.69696969697
